,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp,labels,filename,utt_label
0,33.09183,0.103238724,30.549425,33.99157,36.267902,5.7184772,47.126858,20.188972,45.034546,40.15775,0.368958,0.8380116,0.13218535,0.23682031,0.55695283,0.4247675,5.23071,2.8593106,5.0274153,3.3845801,0.14125414,1.1796232,22.101574,0.44452554,-1.0636282,-11.037471,18.777575,0.5263579,-7.613123,-0.96232706,0.02779291,1.7008317,1.1669666,0.6967779,7.0142756,0.36759943,11.33531,0.9086349,24.369692,0.26301453,576.79553,0.4203438,1297.4109,0.16941343,-167.97923,-0.40629536,1644.4568,0.13604397,957.28314,0.20900369,-161.52962,-0.4396496,2696.9102,0.09956877,937.28644,0.28509006,-162.57574,-0.42477515,-13.374289,-0.40592653,22.14171,0.29841456,0.035360307,0.8533223,-0.009966998,-1.0737108,0.32126963,0.68932885,27.529013,0.3806296,0.47646323,33.956272,22.542818,0.5780602,-6.321176,-1.2149103,-9.483344,17.895407,0.0026701938,0.0007243243,0.09165959,2.3346305,1.768173,0.11444444,0.098105505,0.387,0.4708301,-28.193523,q,Ses01M_script02_1,Ses01M_script02_1_M000
1,32.42513,0.1399055,28.205961,32.040997,36.685772,8.479811,51.050358,38.493732,59.12721,65.68517,0.39680612,0.6920562,0.13332668,0.33255866,0.6150774,0.4817507,5.938073,3.408768,4.2790837,2.7335625,0.17209856,1.0746872,28.540989,0.39492655,-1.8562056,-5.14069,14.216839,0.72804236,-8.856297,-1.2144641,0.025347738,1.3535876,1.1426344,0.5678954,6.997584,0.38858044,4.8763876,1.964518,26.644806,0.3134166,642.55536,0.36175302,1397.6526,0.17815849,-127.66556,-0.7034572,1673.3636,0.1594914,1062.9464,0.23999347,-125.437584,-0.68316185,2789.3145,0.10663249,962.2547,0.34698915,-128.89168,-0.6339263,-15.504284,-0.3909226,27.02652,0.28655294,0.032511625,0.6946338,-0.016718453,-0.86323816,0.2962529,0.67303383,36.478256,0.20267996,-0.9597102,-12.205085,13.440246,1.0501363,-9.994914,-1.4133745,-9.796975,18.654297,0.0018403735,-3.585804e-05,0.0839409,3.3361135,2.0938025,0.1904,0.13811532,0.30136365,0.44908282,-27.450129,q,Ses01M_script02_1,Ses01M_script02_1_M001
2,31.550865,0.06364937,28.885416,31.975962,33.18103,4.2956142,33.961987,0.0,65.58568,26.441673,0.22611657,0.81970024,0.10867818,0.13220373,0.3385201,0.22984193,3.8474498,3.1884005,0.1686672,2.3180146,0.081588954,1.218899,27.62561,0.29529732,-3.8350024,-1.4326668,15.354576,0.40619427,-5.424396,-1.1958593,0.031530425,0.9275805,1.2030247,0.68520147,5.571974,0.34243664,-2.7369494,-2.3014252,18.64162,0.31445795,538.76117,0.31985223,1367.4198,0.15269333,-177.40128,-0.3356762,1622.2067,0.11181113,969.7115,0.23937277,-177.5877,-0.32146335,2655.8135,0.11006339,1018.4854,0.07873648,-178.15675,-0.31250766,-13.333988,-0.23939626,21.529758,0.23264372,0.028561637,0.7627129,-0.015174146,-1.1904262,0.2442624,0.5266797,36.15491,0.10004645,-9.1058035,-0.67797416,18.668781,0.539836,-1.8588977,-5.8089075,-11.771392,20.73031,-0.0053284937,-0.00028881826,0.053608276,2.1739132,1.6759777,0.06666666,0.041096095,0.50333333,0.3318969,-34.245182,ans,Ses01M_script02_1,Ses01M_script02_1_F000
3,38.54023,0.087394625,35.70394,38.187023,41.604588,5.900646,59.26208,47.838947,74.47504,42.204384,0.47765028,1.1349288,0.12467798,0.21994086,0.75272226,0.6280443,12.272123,7.8880754,9.677859,6.4922276,0.29777196,1.7660589,23.245089,0.3294156,-6.4691267,-1.4976001,11.580032,0.7253921,-11.687916,-0.84195566,0.023842657,0.90140265,1.5210263,0.6733524,7.9006624,0.4055832,15.663944,0.49571702,28.840677,0.28604856,679.9246,0.32165223,1403.6616,0.21781363,-173.40509,-0.3662404,1695.4299,0.12794375,1068.2162,0.1872196,-166.1514,-0.41130838,2777.1018,0.08094111,893.42346,0.26948756,-167.71655,-0.38867587,-14.4291315,-0.38640884,24.934168,0.23639983,0.047207993,0.55035055,-0.015742043,-0.7993713,0.786938,0.7774971,25.569368,0.34191945,-1.4632858,-9.057537,6.719274,1.8305407,-16.50663,-0.83766323,-8.79667,18.179941,0.004860595,-0.0017428492,0.18606482,1.832994,1.4403293,0.12428571,0.037742414,0.63666666,0.4246829,-21.690182,q,Ses01M_script02_1,Ses01M_script02_1_M002
4,28.916626,0.17064323,25.779991,29.56522,33.62329,7.8433,116.389885,132.79868,55.36421,31.227488,0.26518846,0.80602896,0.11123043,0.14733702,0.4292861,0.31805566,4.7177496,3.580296,4.002532,2.8418076,0.104068905,1.1610695,29.790785,0.35462967,0.68161225,10.562464,12.871747,0.8400212,-8.73347,-0.81862426,0.028524904,1.4608723,1.2409694,0.69795907,5.4688263,0.60396445,6.0289826,3.5542047,31.342472,0.24014007,666.5002,0.3518109,1339.2611,0.11520547,-144.3623,-0.5847917,1713.3411,0.16485439,1125.8623,0.21041577,-144.9477,-0.5507864,2828.1545,0.09696242,1013.9916,0.24558587,-148.38832,-0.5030457,-16.445955,-0.39124244,32.422104,0.20818508,0.018701673,1.1992192,-0.021375839,-0.7100852,0.19648644,0.71820056,40.221672,0.1961104,2.2603664,3.9469175,5.284638,2.988492,-11.296644,-0.8773541,-12.281022,22.561562,-0.0036645702,-0.0006185923,0.063043974,2.4,1.891892,0.15571427,0.14927033,0.3075,0.28547108,-31.567041,ans,Ses01M_script02_1,Ses01M_script02_1_M003
5,27.924944,0.1372558,23.860916,31.44236,31.542442,7.681526,808.31604,0.0,3.7111266,2.2751026,0.17747754,0.49608395,0.10958664,0.13749686,0.2440167,0.13443007,1.0964,0.6056134,0.59560627,0.28159875,0.042622715,0.51571995,26.216652,0.29893395,-1.9394737,-2.744099,18.01979,0.3084053,-10.030738,-0.68388945,0.01716224,0.62942404,1.2835709,0.44205388,5.5050125,0.5172667,11.847456,0.6384681,30.054518,0.29601377,782.76514,0.27218592,1454.4904,0.1416433,-166.3899,-0.42647606,1743.3485,0.14324978,1281.3009,0.24405946,-167.3189,-0.4021641,2837.0059,0.08623442,863.44824,0.30826685,-168.63612,-0.38319588,-17.854767,-0.23711301,29.52163,0.18893762,0.0026086792,6.8047285,-0.011774265,-1.0130355,0.082852565,0.25726172,35.74396,0.14578624,4.6843996,1.1452256,16.909771,0.3792426,-13.819435,-0.8224396,-10.306046,18.756048,-0.006239687,0.004948276,0.034307897,1.1627908,1.1976048,0.14999999,0.01,0.66499996,0.45499998,-40.596172,b,Ses01M_script02_1,Ses01M_script02_1_F001
6,28.154907,0.20267023,22.984055,27.103834,31.684607,8.700552,95.69207,87.28567,39.05366,28.504011,0.35177577,0.96178216,0.10695978,0.18489416,0.57473785,0.46777806,6.524876,4.874034,6.033051,3.9268572,0.1581744,1.4032347,31.168573,0.25240102,-4.2998776,-2.082175,12.95008,0.91708535,-11.550581,-1.0014503,0.023132626,1.0600058,1.3270171,0.53611034,4.2288456,0.6033999,4.387245,2.6569781,23.648348,0.45082766,617.70026,0.40630734,1323.9637,0.19377796,-132.56435,-0.68627125,1644.193,0.19348925,1024.3217,0.2822981,-132.72406,-0.6551483,2722.0386,0.12081209,908.5974,0.26008773,-135.39545,-0.6169196,-12.89124,-0.36948022,24.894072,0.29807633,0.026292397,0.93972534,-0.02075369,-0.68246526,0.3208734,0.86032134,36.587456,0.21339937,-6.3949137,-1.9342488,9.874791,1.7024363,-17.10462,-0.92012966,-12.1151705,22.43455,-0.0006984982,-0.0018495005,0.066062026,2.4217963,2.0283976,0.16950001,0.10389778,0.30249998,0.3762828,-27.774252,o,Ses01M_script02_1,Ses01M_script02_1_M004
7,32.38152,0.19263817,25.400455,33.294918,39.25357,13.853115,245.71423,441.4516,123.80934,145.05585,0.48369154,1.0030409,0.11068882,0.28296605,0.80602443,0.6953356,4.0908175,2.708756,3.2308877,1.8998513,0.18084444,1.352624,27.201792,0.4370372,-5.5905275,-2.5826876,9.000191,1.5594505,-14.406319,-1.0487268,0.01486901,1.4925522,1.0304252,0.7054185,7.405672,0.63339007,4.0957036,2.4122767,24.729597,0.37070563,685.908,0.3622659,1272.6646,0.1882434,-132.62347,-0.70736575,1772.477,0.19546935,962.88885,0.28714114,-129.24345,-0.69680333,2825.4224,0.12460207,951.9574,0.30850413,-131.8775,-0.65662813,-12.897852,-0.69887835,23.888868,0.29268497,0.039946727,0.5933712,-0.027244978,-0.82933223,0.38004383,0.7714552,35.092384,0.22511996,-8.788672,-2.1677756,2.8831625,6.4892735,-23.571653,-0.8335083,-9.237978,18.635975,-0.0014996777,0.0009952871,0.059378,1.3047531,1.0299627,0.35999998,0.57684094,0.64699996,0.9012885,-22.089575,q,Ses01M_script02_1,Ses01M_script02_1_M005
8,28.524563,0.11448701,25.403986,29.917482,31.392912,5.988926,11.190955,21.112085,14.772362,1.1334386,0.29561168,0.89844334,0.111002244,0.19035068,0.42501572,0.31401348,3.4727209,1.9542023,2.8131661,1.6743962,0.09210064,1.1437701,26.663216,0.43142372,-6.5119367,-1.4349079,12.856094,0.76178426,-8.250684,-0.9189725,0.019356664,1.245236,1.3986698,0.56639737,4.989691,0.4540589,0.48671404,21.323168,18.215319,0.60942584,563.6844,0.37295505,1273.7694,0.12030467,-166.34756,-0.43207955,1563.5906,0.17627557,1060.0364,0.2442292,-165.49184,-0.4320457,2606.172,0.12578914,917.16754,0.23871212,-167.34674,-0.4049753,-9.306295,-0.48930454,22.425909,0.25804585,0.021561278,0.86798596,-0.015128642,-0.8101412,0.2520995,0.54037094,39.334385,0.18653825,-13.202697,-0.9270864,6.0918636,2.5073683,-7.2991185,-1.2488803,-8.860813,18.78819,-0.003555969,0.0020369126,0.056081057,2.195946,1.1925043,0.14714286,0.11852838,0.58625,0.7891758,-31.98963,ans,Ses01M_script02_1,Ses01M_script02_1_M006
9,35.287964,0.17424244,29.238817,33.812775,43.95983,14.721014,30.067608,0.0,-63.751072,0.0,0.21455966,0.646466,0.11001312,0.14554526,0.3499891,0.23997596,1.616682,0.96993375,1.2977102,0.8677511,0.06672165,1.0057787,28.168629,0.24209045,-6.8411264,-1.1181043,9.535231,1.0274156,-14.231982,-0.7169639,0.04216379,1.0701149,1.3081766,0.39005736,3.9278305,0.9478534,2.619321,2.9434674,23.711382,0.40766633,621.0494,0.26440215,1410.1686,0.08558589,-168.65254,-0.4079217,1577.8147,0.09926371,1129.787,0.12040336,-165.45456,-0.41926357,2759.0786,0.06452685,1035.1433,0.4450961,-167.61633,-0.38775882,-10.742131,-0.32535902,26.240028,0.24264558,0.026939513,0.47586274,-0.011637957,-0.9004384,0.1426961,0.584202,33.026848,0.21609446,-8.4554615,-1.2569699,-2.5524235,-2.7662055,-27.607323,-0.3694035,-10.421182,20.873102,-0.00026621026,0.00053910696,0.049896855,2.0408163,2.094241,0.08,0.035355337,0.29999998,0.24190907,-38.666206,q,Ses01M_script02_1,Ses01M_script02_1_F002
